Date,cambio_yf
2015-04-22,3.0260000228881836
2015-04-23,3.005199909210205
2015-04-24,2.9684998989105225
2015-04-27,2.9482998847961426
2015-04-28,2.913100004196167
2015-04-29,2.934799909591675
2015-04-30,2.952699899673462
2015-05-01,3.0111000537872314
2015-05-04,3.0111000537872314
2015-05-05,3.0829999446868896
2015-05-06,3.053100109100342
2015-05-07,3.028700113296509
2015-05-08,3.0213000774383545
2015-05-11,2.9711999893188477
2015-05-12,3.0564000606536865
2015-05-13,3.0174999237060547
2015-05-14,3.0364999771118164
2015-05-15,2.9899001121520996
2015-05-18,2.9914000034332275
2015-05-19,3.0058000087738037
2015-05-20,3.031599998474121
2015-05-21,3.001699924468994
2015-05-22,3.0367000102996826
2015-05-25,3.0889999866485596
2015-05-26,3.0931999683380127
2015-05-27,3.1480000019073486
2015-05-28,3.1379001140594482
2015-05-29,3.158400058746338
2015-06-01,3.175800085067749
2015-06-02,3.1695001125335693
2015-06-03,3.1285998821258545
2015-06-04,3.13319993019104
2015-06-05,3.140199899673462
2015-06-08,3.1396000385284424
2015-06-09,3.1098999977111816
2015-06-10,3.0954999923706055
2015-06-11,3.114000082015991
2015-06-12,3.087100028991699
2015-06-15,3.11680006980896
2015-06-16,3.123500108718872
2015-06-17,3.086899995803833
2015-06-18,3.0504000186920166
2015-06-19,3.057800054550171
2015-06-22,3.0931999683380127
2015-06-23,3.084399938583374
2015-06-24,3.0738000869750977
2015-06-25,3.094899892807007
2015-06-26,3.1243999004364014
2015-06-29,3.125699996948242
2015-06-30,3.115000009536743
2015-07-01,3.1080000400543213
2015-07-02,3.1454999446868896
2015-07-03,3.0940001010894775
2015-07-06,3.129199981689453
2015-07-07,3.1350998878479004
2015-07-08,3.1786999702453613
2015-07-09,3.2316999435424805
2015-07-10,3.221100091934204
2015-07-13,3.155600070953369
2015-07-14,3.131200075149536
2015-07-15,3.1364998817443848
2015-07-16,3.1356000900268555
2015-07-17,3.150599956512451
2015-07-20,3.1851999759674072
2015-07-21,3.194499969482422
2015-07-22,3.1719000339508057
2015-07-23,3.2197999954223633
2015-07-24,3.2841999530792236
2015-07-27,3.3559999465942383
2015-07-28,3.3617000579833984
2015-07-29,3.3545000553131104
2015-07-30,3.323899984359741
2015-07-31,3.370800018310547
2015-08-03,3.4193999767303467
2015-08-04,3.4488000869750977
2015-08-05,3.4663000106811523
2015-08-06,3.483799934387207
2015-08-07,3.531599998474121
2015-08-10,3.531599998474121
2015-08-11,3.435699939727783
2015-08-12,3.4709999561309814
2015-08-13,3.475100040435791
2015-08-14,3.5192999839782715
2015-08-17,3.4779000282287598
2015-08-18,3.476599931716919
2015-08-19,3.464900016784668
2015-08-20,3.488300085067749
2015-08-21,3.4577999114990234
2015-08-24,3.497999906539917
2015-08-25,3.548099994659424
2015-08-26,3.6115000247955322
2015-08-27,3.594099998474121
2015-08-28,3.5501999855041504
2015-08-31,3.578700065612793
2015-09-01,3.6191999912261963
2015-09-02,3.692500114440918
2015-09-03,3.7539000511169434
2015-09-04,3.734999895095825
2015-09-07,3.8396999835968018
2015-09-08,3.8350000381469727
2015-09-09,3.8159000873565674
2015-09-10,3.778700113296509
2015-09-11,3.848099946975708
2015-09-14,3.8682000637054443
2015-09-15,3.810699939727783
2015-09-16,3.8596999645233154
2015-09-17,3.8285999298095703
2015-09-18,3.891400098800659
2015-09-21,3.938999891281128
2015-09-22,3.9814000129699707
2015-09-23,4.047699928283691
2015-09-24,4.175099849700928
2015-09-25,3.933000087738037
2015-09-28,3.967600107192993
2015-09-29,4.103700160980225
2015-09-30,4.0543999671936035
2015-10-01,3.94569993019104
2015-10-02,3.998800039291382
2015-10-05,3.927500009536743
2015-10-06,3.909899950027466
2015-10-07,3.8489999771118164
2015-10-08,3.8803000450134277
2015-10-09,3.781899929046631
2015-10-12,3.7590999603271484
2015-10-13,3.760499954223633
2015-10-14,3.8887999057769775
2015-10-15,3.8071000576019287
2015-10-16,3.7925000190734863
2015-10-19,3.9207000732421875
2015-10-20,3.8877999782562256
2015-10-21,3.9022998809814453
2015-10-22,3.9367001056671143
2015-10-23,3.9022998809814453
2015-10-26,3.8756000995635986
2015-10-27,3.903899908065796
2015-10-28,3.8833999633789062
2015-10-29,3.897200107574463
2015-10-30,3.8447000980377197
2015-11-02,3.8513998985290527
2015-11-03,3.8701999187469482
2015-11-04,3.7671000957489014
2015-11-05,3.795599937438965
2015-11-06,3.780100107192993
2015-11-09,3.7662999629974365
2015-11-10,3.799099922180176
2015-11-11,3.7453999519348145
2015-11-12,3.7629001140594482
2015-11-13,3.766900062561035
2015-11-16,3.84060001373291
2015-11-17,3.8255999088287354
2015-11-18,3.808300018310547
2015-11-19,3.7671000957489014
2015-11-20,3.761199951171875
2015-11-23,3.6995999813079834
2015-11-24,3.7288999557495117
2015-11-25,3.696199893951416
2015-11-26,3.7393999099731445
2015-11-27,3.7383999824523926
2015-11-30,3.841399908065796
2015-12-01,3.8666000366210938
2015-12-02,3.850600004196167
2015-12-03,3.8322999477386475
2015-12-04,3.7558999061584473
2015-12-07,3.750999927520752
2015-12-08,3.759500026702881
2015-12-09,3.814500093460083
2015-12-10,3.7427000999450684
2015-12-11,3.807800054550171
2015-12-14,3.812700033187866
2015-12-15,3.884399890899658
2015-12-16,3.905900001525879
2015-12-17,3.892899990081787
2015-12-18,3.876300096511841
2015-12-21,3.9783999919891357
2015-12-22,4.01140022277832
2015-12-23,3.9851999282836914
2015-12-24,3.940999984741211
2015-12-25,3.9130001068115234
2015-12-28,3.9082000255584717
2015-12-29,3.85509991645813
2015-12-30,3.8640999794006348
2015-12-31,3.956700086593628
2016-01-01,3.950000047683716
2016-01-04,3.9491000175476074
2016-01-05,4.037300109863281
2016-01-06,4.026899814605713
2016-01-07,4.019899845123291
2016-01-08,4.041500091552734
2016-01-11,3.9932000637054443
2016-01-12,4.0503997802734375
2016-01-13,4.025199890136719
2016-01-14,4.014100074768066
2016-01-15,4.005899906158447
2016-01-18,4.004300117492676
2016-01-19,4.052299976348877
2016-01-20,4.0584001541137695
2016-01-21,4.101399898529053
2016-01-22,4.153500080108643
2016-01-25,4.0894999504089355
2016-01-26,4.087900161743164
2016-01-27,4.06689977645874
2016-01-28,4.104899883270264
2016-01-29,4.066999912261963
2016-02-01,3.9971001148223877
2016-02-02,3.959700107574463
2016-02-03,3.985300064086914
2016-02-04,3.8922998905181885
2016-02-05,3.886199951171875
2016-02-08,3.8984999656677246
2016-02-09,3.8915998935699463
2016-02-10,3.881500005722046
2016-02-11,3.926300048828125
2016-02-12,3.987499952316284
2016-02-15,3.9681999683380127
2016-02-16,3.994999885559082
2016-02-17,4.0625
2016-02-18,3.9809000492095947
2016-02-19,4.024600028991699
2016-02-22,4.01639986038208
2016-02-23,3.9428000450134277
2016-02-24,3.9535000324249268
2016-02-25,3.954400062561035
2016-02-26,3.951900005340576
2016-02-29,3.9646999835968018
2016-03-01,4.012899875640869
2016-03-02,3.921999931335449
2016-03-03,3.8893001079559326
2016-03-04,3.796099901199341
2016-03-07,3.7688000202178955
2016-03-08,3.781100034713745
2016-03-09,3.752700090408325
2016-03-10,3.6768999099731445
2016-03-11,3.614000082015991
2016-03-14,3.571700096130371
2016-03-15,3.6549999713897705
2016-03-16,3.7623000144958496
2016-03-17,3.736599922180176
2016-03-18,3.6205999851226807
2016-03-21,3.6210999488830566
2016-03-22,3.612600088119507
2016-03-23,3.5778000354766846
2016-03-24,3.6800999641418457
2016-03-25,3.6772000789642334
2016-03-28,3.683500051498413
2016-03-29,3.6772000789642334
2016-03-30,3.6349000930786133
2016-03-31,3.596100091934204
2016-04-01,3.5864999294281006
2016-04-04,3.5485999584198
2016-04-05,3.6171998977661133
2016-04-06,3.6737000942230225
2016-04-07,3.636399984359741
2016-04-08,3.6826000213623047
2016-04-11,3.586199998855591
2016-04-12,3.4885001182556152
2016-04-13,3.4825000762939453
2016-04-14,3.493499994277954
2016-04-15,3.4725000858306885
2016-04-18,3.5309998989105225
2016-04-19,3.6098999977111816
2016-04-20,3.5253000259399414
2016-04-21,3.524399995803833
2016-04-22,3.524399995803833
2016-04-25,3.562299966812134
2016-04-26,3.5504000186920166
2016-04-27,3.52020001411438
2016-04-28,3.5215001106262207
2016-04-29,3.4797000885009766
2016-05-02,3.432800054550171
2016-05-03,3.496500015258789
2016-05-04,3.5548999309539795
